Class	ComplexID	E1	E1E2	E2	complexName
1	653	Q8TAQ2	Q8TAQ2Q969G3	Q969G3	BRG1-SIN3A complex
1	653	Q8TAQ2	Q8TAQ2Q96GM5	Q96GM5	BRG1-SIN3A complex
1	653	Q8TAQ2	Q8TAQ2Q96ST3	Q96ST3	BRG1-SIN3A complex
1	653	Q92769	Q92769Q92922	Q92922	BRG1-SIN3A complex
1	653	Q92769	Q92769Q92925	Q92925	BRG1-SIN3A complex
1	653	Q92769	Q92769Q969G3	Q969G3	BRG1-SIN3A complex
1	653	Q92769	Q92769Q96GM5	Q96GM5	BRG1-SIN3A complex
1	653	Q92769	Q92769Q96ST3	Q96ST3	BRG1-SIN3A complex
1	653	Q92922	Q92922Q92925	Q92925	BRG1-SIN3A complex
1	653	Q92922	Q92922Q969G3	Q969G3	BRG1-SIN3A complex
1	653	Q92922	Q92922Q96GM5	Q96GM5	BRG1-SIN3A complex
1	653	Q92922	Q92922Q96ST3	Q96ST3	BRG1-SIN3A complex
1	653	Q92925	Q92925Q969G3	Q969G3	BRG1-SIN3A complex
1	653	Q92925	Q92925Q96GM5	Q96GM5	BRG1-SIN3A complex
1	653	Q92925	Q92925Q96ST3	Q96ST3	BRG1-SIN3A complex
1	653	Q969G3	Q969G3Q96GM5	Q96GM5	BRG1-SIN3A complex
1	653	Q969G3	Q969G3Q96ST3	Q96ST3	BRG1-SIN3A complex
1	653	Q96GM5	Q96GM5Q96ST3	Q96ST3	BRG1-SIN3A complex
1	654	O14497	O14497O14744	O14744	BRM-SIN3A complex
1	654	O14497	O14497O96019	O96019	BRM-SIN3A complex
1	654	O14497	O14497P51531	P51531	BRM-SIN3A complex
1	654	O14497	O14497Q09028	Q09028	BRM-SIN3A complex
1	654	O14497	O14497Q12824	Q12824	BRM-SIN3A complex
1	654	O14497	O14497Q13547	Q13547	BRM-SIN3A complex
1	654	O14497	O14497Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	O14497	O14497Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	O14497	O14497Q92769	Q92769	BRM-SIN3A complex
1	654	O14497	O14497Q92922	Q92922	BRM-SIN3A complex
1	654	O14497	O14497Q92925	Q92925	BRM-SIN3A complex
1	654	O14497	O14497Q969G3	Q969G3	BRM-SIN3A complex
1	654	O14497	O14497Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	O14497	O14497Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	O14744	O14744O96019	O96019	BRM-SIN3A complex
1	654	O14744	O14744P51531	P51531	BRM-SIN3A complex
1	654	O14744	O14744Q09028	Q09028	BRM-SIN3A complex
1	654	O14744	O14744Q12824	Q12824	BRM-SIN3A complex
1	654	O14744	O14744Q13547	Q13547	BRM-SIN3A complex
1	654	O14744	O14744Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	O14744	O14744Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	O14744	O14744Q92769	Q92769	BRM-SIN3A complex
1	654	O14744	O14744Q92922	Q92922	BRM-SIN3A complex
1	654	O14744	O14744Q92925	Q92925	BRM-SIN3A complex
1	654	O14744	O14744Q969G3	Q969G3	BRM-SIN3A complex
1	654	O14744	O14744Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	O14744	O14744Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	O96019	O96019P51531	P51531	BRM-SIN3A complex
1	654	O96019	O96019Q09028	Q09028	BRM-SIN3A complex
1	654	O96019	O96019Q12824	Q12824	BRM-SIN3A complex
1	654	O96019	O96019Q13547	Q13547	BRM-SIN3A complex
1	654	O96019	O96019Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	O96019	O96019Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	O96019	O96019Q92769	Q92769	BRM-SIN3A complex
1	654	O96019	O96019Q92922	Q92922	BRM-SIN3A complex
1	654	O96019	O96019Q92925	Q92925	BRM-SIN3A complex
1	654	O96019	O96019Q969G3	Q969G3	BRM-SIN3A complex
1	654	O96019	O96019Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	O96019	O96019Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	P51531	P51531Q09028	Q09028	BRM-SIN3A complex
1	654	P51531	P51531Q12824	Q12824	BRM-SIN3A complex
1	654	P51531	P51531Q13547	Q13547	BRM-SIN3A complex
1	654	P51531	P51531Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	P51531	P51531Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	P51531	P51531Q92769	Q92769	BRM-SIN3A complex
1	654	P51531	P51531Q92922	Q92922	BRM-SIN3A complex
1	654	P51531	P51531Q92925	Q92925	BRM-SIN3A complex
1	654	P51531	P51531Q969G3	Q969G3	BRM-SIN3A complex
1	654	P51531	P51531Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	P51531	P51531Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q09028	Q09028Q12824	Q12824	BRM-SIN3A complex
1	654	Q09028	Q09028Q13547	Q13547	BRM-SIN3A complex
1	654	Q09028	Q09028Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	Q09028	Q09028Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	Q09028	Q09028Q92769	Q92769	BRM-SIN3A complex
1	654	Q09028	Q09028Q92922	Q92922	BRM-SIN3A complex
1	654	Q09028	Q09028Q92925	Q92925	BRM-SIN3A complex
1	654	Q09028	Q09028Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q09028	Q09028Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q09028	Q09028Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q12824	Q12824Q13547	Q13547	BRM-SIN3A complex
1	654	Q12824	Q12824Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	Q12824	Q12824Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	Q12824	Q12824Q92769	Q92769	BRM-SIN3A complex
1	654	Q12824	Q12824Q92922	Q92922	BRM-SIN3A complex
1	654	Q12824	Q12824Q92925	Q92925	BRM-SIN3A complex
1	654	Q12824	Q12824Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q12824	Q12824Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q12824	Q12824Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q13547	Q13547Q6STE5	Q6STE5	BRM-SIN3A complex
1	654	Q13547	Q13547Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	Q13547	Q13547Q92769	Q92769	BRM-SIN3A complex
1	654	Q13547	Q13547Q92922	Q92922	BRM-SIN3A complex
1	654	Q13547	Q13547Q92925	Q92925	BRM-SIN3A complex
1	654	Q13547	Q13547Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q13547	Q13547Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q13547	Q13547Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q8TAQ2	Q8TAQ2	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q92769	Q92769	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q92922	Q92922	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q92925	Q92925	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q6STE5	Q6STE5Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q8TAQ2	Q8TAQ2Q92769	Q92769	BRM-SIN3A complex
1	654	Q8TAQ2	Q8TAQ2Q92922	Q92922	BRM-SIN3A complex
1	654	Q8TAQ2	Q8TAQ2Q92925	Q92925	BRM-SIN3A complex
1	654	Q8TAQ2	Q8TAQ2Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q8TAQ2	Q8TAQ2Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q8TAQ2	Q8TAQ2Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q92769	Q92769Q92922	Q92922	BRM-SIN3A complex
1	654	Q92769	Q92769Q92925	Q92925	BRM-SIN3A complex
1	654	Q92769	Q92769Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q92769	Q92769Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q92769	Q92769Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q92922	Q92922Q92925	Q92925	BRM-SIN3A complex
1	654	Q92922	Q92922Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q92922	Q92922Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q92922	Q92922Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q92925	Q92925Q969G3	Q969G3	BRM-SIN3A complex
1	654	Q92925	Q92925Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q92925	Q92925Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q969G3	Q969G3Q96GM5	Q96GM5	BRM-SIN3A complex
1	654	Q969G3	Q969G3Q96ST3	Q96ST3	BRM-SIN3A complex
1	654	Q96GM5	Q96GM5Q96ST3	Q96ST3	BRM-SIN3A complex
1	659	P17947	P17947Q13547	Q13547	PU.1-SIN3A-HDAC complex
1	659	P17947	P17947Q96ST3	Q96ST3	PU.1-SIN3A-HDAC complex
1	659	Q13547	Q13547Q96ST3	Q96ST3	PU.1-SIN3A-HDAC complex
1	660	P17947	P17947P20226	P20226	PU.1-TBP complex
1	661	P06400	P06400Q9UBU8	Q9UBU8	MRG15-PAM14-RB complex
1	661	P06400	P06400Q9Y605	Q9Y605	MRG15-PAM14-RB complex
1	661	Q9UBU8	Q9UBU8Q9Y605	Q9Y605	MRG15-PAM14-RB complex
1	662	P06400	P06400Q9UBU8	Q9UBU8	MRG15-PAM14-RB complex
1	662	P06400	P06400Q9Y605	Q9Y605	MRG15-PAM14-RB complex
1	662	Q9UBU8	Q9UBU8Q9Y605	Q9Y605	MRG15-PAM14-RB complex
1	663	Q9H7Z6	Q9H7Z6Q9UBU8	Q9UBU8	MAF2 complex
1	664	O43707	O43707O95425	O95425	P2X7 receptor signalling complex
1	664	O43707	O43707P05107	P05107	P2X7 receptor signalling complex
1	664	O43707	O43707P08238	P08238	P2X7 receptor signalling complex
1	664	O43707	O43707P0DMV8	P0DMV8	P2X7 receptor signalling complex
1	664	O43707	O43707P11142	P11142	P2X7 receptor signalling complex
1	664	O43707	O43707P23467	P23467	P2X7 receptor signalling complex
1	664	O43707	O43707P42356	P42356	P2X7 receptor signalling complex
1	664	O43707	O43707P60709	P60709	P2X7 receptor signalling complex
1	664	O43707	O43707Q13368	Q13368	P2X7 receptor signalling complex
1	664	O43707	O43707Q16787	Q16787	P2X7 receptor signalling complex
1	664	O43707	O43707Q99572	Q99572	P2X7 receptor signalling complex
1	664	O95425	O95425P05107	P05107	P2X7 receptor signalling complex
1	664	O95425	O95425P08238	P08238	P2X7 receptor signalling complex
1	664	O95425	O95425P0DMV8	P0DMV8	P2X7 receptor signalling complex
1	664	O95425	O95425P11142	P11142	P2X7 receptor signalling complex
1	664	O95425	O95425P23467	P23467	P2X7 receptor signalling complex
1	664	O95425	O95425P42356	P42356	P2X7 receptor signalling complex
1	664	O95425	O95425P60709	P60709	P2X7 receptor signalling complex
1	664	O95425	O95425Q13368	Q13368	P2X7 receptor signalling complex
1	664	O95425	O95425Q16787	Q16787	P2X7 receptor signalling complex
1	664	O95425	O95425Q99572	Q99572	P2X7 receptor signalling complex
1	664	P05107	P05107P08238	P08238	P2X7 receptor signalling complex
1	664	P05107	P05107P0DMV8	P0DMV8	P2X7 receptor signalling complex
1	664	P05107	P05107P11142	P11142	P2X7 receptor signalling complex
1	664	P05107	P05107P23467	P23467	P2X7 receptor signalling complex
1	664	P05107	P05107P42356	P42356	P2X7 receptor signalling complex
1	664	P05107	P05107P60709	P60709	P2X7 receptor signalling complex
1	664	P05107	P05107Q13368	Q13368	P2X7 receptor signalling complex
1	664	P05107	P05107Q16787	Q16787	P2X7 receptor signalling complex
1	664	P05107	P05107Q99572	Q99572	P2X7 receptor signalling complex
1	664	P08238	P08238P0DMV8	P0DMV8	P2X7 receptor signalling complex
1	664	P08238	P08238P11142	P11142	P2X7 receptor signalling complex
1	664	P08238	P08238P23467	P23467	P2X7 receptor signalling complex
1	664	P08238	P08238P42356	P42356	P2X7 receptor signalling complex
1	664	P08238	P08238P60709	P60709	P2X7 receptor signalling complex
1	664	P08238	P08238Q13368	Q13368	P2X7 receptor signalling complex
1	664	P08238	P08238Q16787	Q16787	P2X7 receptor signalling complex
1	664	P08238	P08238Q99572	Q99572	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8P11142	P11142	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8P23467	P23467	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8P42356	P42356	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8P60709	P60709	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8Q13368	Q13368	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8Q16787	Q16787	P2X7 receptor signalling complex
1	664	P0DMV8	P0DMV8Q99572	Q99572	P2X7 receptor signalling complex
1	664	P11142	P11142P23467	P23467	P2X7 receptor signalling complex
1	664	P11142	P11142P42356	P42356	P2X7 receptor signalling complex
1	664	P11142	P11142P60709	P60709	P2X7 receptor signalling complex
1	664	P11142	P11142Q13368	Q13368	P2X7 receptor signalling complex
1	664	P11142	P11142Q16787	Q16787	P2X7 receptor signalling complex
1	664	P11142	P11142Q99572	Q99572	P2X7 receptor signalling complex
1	664	P23467	P23467P42356	P42356	P2X7 receptor signalling complex
1	664	P23467	P23467P60709	P60709	P2X7 receptor signalling complex
1	664	P23467	P23467Q13368	Q13368	P2X7 receptor signalling complex
1	664	P23467	P23467Q16787	Q16787	P2X7 receptor signalling complex
1	664	P23467	P23467Q99572	Q99572	P2X7 receptor signalling complex
1	664	P42356	P42356P60709	P60709	P2X7 receptor signalling complex
1	664	P42356	P42356Q13368	Q13368	P2X7 receptor signalling complex
1	664	P42356	P42356Q16787	Q16787	P2X7 receptor signalling complex
1	664	P42356	P42356Q99572	Q99572	P2X7 receptor signalling complex
1	664	P60709	P60709Q13368	Q13368	P2X7 receptor signalling complex
1	664	P60709	P60709Q16787	Q16787	P2X7 receptor signalling complex
1	664	P60709	P60709Q99572	Q99572	P2X7 receptor signalling complex
1	664	Q13368	Q13368Q16787	Q16787	P2X7 receptor signalling complex
1	664	Q13368	Q13368Q99572	Q99572	P2X7 receptor signalling complex
1	664	Q16787	Q16787Q99572	Q99572	P2X7 receptor signalling complex
1	665	P61201	P61201P62877	P62877	DDB2 complex
1	665	P61201	P61201Q13098	Q13098	DDB2 complex
1	665	P61201	P61201Q13619	Q13619	DDB2 complex
1	665	P61201	P61201Q16531	Q16531	DDB2 complex
1	665	P61201	P61201Q7L5N1	Q7L5N1	DDB2 complex
1	665	P61201	P61201Q92466	Q92466	DDB2 complex
1	665	P61201	P61201Q92905	Q92905	DDB2 complex
1	665	P61201	P61201Q99627	Q99627	DDB2 complex
1	665	P61201	P61201Q9BT78	Q9BT78	DDB2 complex
1	665	P61201	P61201Q9UBW8	Q9UBW8	DDB2 complex
1	665	P61201	P61201Q9UNS2	Q9UNS2	DDB2 complex
1	665	P62877	P62877Q13098	Q13098	DDB2 complex
1	665	P62877	P62877Q13619	Q13619	DDB2 complex
1	665	P62877	P62877Q16531	Q16531	DDB2 complex
1	665	P62877	P62877Q7L5N1	Q7L5N1	DDB2 complex
1	665	P62877	P62877Q92466	Q92466	DDB2 complex
1	665	P62877	P62877Q92905	Q92905	DDB2 complex
1	665	P62877	P62877Q99627	Q99627	DDB2 complex
1	665	P62877	P62877Q9BT78	Q9BT78	DDB2 complex
1	665	P62877	P62877Q9UBW8	Q9UBW8	DDB2 complex
1	665	P62877	P62877Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q13098	Q13098Q13619	Q13619	DDB2 complex
1	665	Q13098	Q13098Q16531	Q16531	DDB2 complex
1	665	Q13098	Q13098Q7L5N1	Q7L5N1	DDB2 complex
1	665	Q13098	Q13098Q92466	Q92466	DDB2 complex
1	665	Q13098	Q13098Q92905	Q92905	DDB2 complex
1	665	Q13098	Q13098Q99627	Q99627	DDB2 complex
1	665	Q13098	Q13098Q9BT78	Q9BT78	DDB2 complex
1	665	Q13098	Q13098Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q13098	Q13098Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q13619	Q13619Q16531	Q16531	DDB2 complex
1	665	Q13619	Q13619Q7L5N1	Q7L5N1	DDB2 complex
1	665	Q13619	Q13619Q92466	Q92466	DDB2 complex
1	665	Q13619	Q13619Q92905	Q92905	DDB2 complex
1	665	Q13619	Q13619Q99627	Q99627	DDB2 complex
1	665	Q13619	Q13619Q9BT78	Q9BT78	DDB2 complex
1	665	Q13619	Q13619Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q13619	Q13619Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q16531	Q16531Q7L5N1	Q7L5N1	DDB2 complex
1	665	Q16531	Q16531Q92466	Q92466	DDB2 complex
1	665	Q16531	Q16531Q92905	Q92905	DDB2 complex
1	665	Q16531	Q16531Q99627	Q99627	DDB2 complex
1	665	Q16531	Q16531Q9BT78	Q9BT78	DDB2 complex
1	665	Q16531	Q16531Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q16531	Q16531Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q7L5N1	Q7L5N1Q92466	Q92466	DDB2 complex
1	665	Q7L5N1	Q7L5N1Q92905	Q92905	DDB2 complex
1	665	Q7L5N1	Q7L5N1Q99627	Q99627	DDB2 complex
1	665	Q7L5N1	Q7L5N1Q9BT78	Q9BT78	DDB2 complex
1	665	Q7L5N1	Q7L5N1Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q7L5N1	Q7L5N1Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q92466	Q92466Q92905	Q92905	DDB2 complex
1	665	Q92466	Q92466Q99627	Q99627	DDB2 complex
1	665	Q92466	Q92466Q9BT78	Q9BT78	DDB2 complex
1	665	Q92466	Q92466Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q92466	Q92466Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q92905	Q92905Q99627	Q99627	DDB2 complex
1	665	Q92905	Q92905Q9BT78	Q9BT78	DDB2 complex
1	665	Q92905	Q92905Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q92905	Q92905Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q99627	Q99627Q9BT78	Q9BT78	DDB2 complex
1	665	Q99627	Q99627Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q99627	Q99627Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q9BT78	Q9BT78Q9UBW8	Q9UBW8	DDB2 complex
1	665	Q9BT78	Q9BT78Q9UNS2	Q9UNS2	DDB2 complex
1	665	Q9UBW8	Q9UBW8Q9UNS2	Q9UNS2	DDB2 complex
1	666	P61201	P61201P62877	P62877	CSA complex
1	666	P61201	P61201Q13098	Q13098	CSA complex
1	666	P61201	P61201Q13216	Q13216	CSA complex
1	666	P61201	P61201Q13619	Q13619	CSA complex
1	666	P61201	P61201Q16531	Q16531	CSA complex
1	666	P61201	P61201Q7L5N1	Q7L5N1	CSA complex
1	666	P61201	P61201Q92905	Q92905	CSA complex
1	666	P61201	P61201Q99627	Q99627	CSA complex
1	666	P61201	P61201Q9BT78	Q9BT78	CSA complex
1	666	P61201	P61201Q9UBW8	Q9UBW8	CSA complex
1	666	P61201	P61201Q9UNS2	Q9UNS2	CSA complex
1	666	P62877	P62877Q13098	Q13098	CSA complex
1	666	P62877	P62877Q13216	Q13216	CSA complex
1	666	P62877	P62877Q13619	Q13619	CSA complex
1	666	P62877	P62877Q16531	Q16531	CSA complex
1	666	P62877	P62877Q7L5N1	Q7L5N1	CSA complex
1	666	P62877	P62877Q92905	Q92905	CSA complex
1	666	P62877	P62877Q99627	Q99627	CSA complex
1	666	P62877	P62877Q9BT78	Q9BT78	CSA complex
1	666	P62877	P62877Q9UBW8	Q9UBW8	CSA complex
1	666	P62877	P62877Q9UNS2	Q9UNS2	CSA complex
1	666	Q13098	Q13098Q13216	Q13216	CSA complex
1	666	Q13098	Q13098Q13619	Q13619	CSA complex
1	666	Q13098	Q13098Q16531	Q16531	CSA complex
1	666	Q13098	Q13098Q7L5N1	Q7L5N1	CSA complex
1	666	Q13098	Q13098Q92905	Q92905	CSA complex
1	666	Q13098	Q13098Q99627	Q99627	CSA complex
1	666	Q13098	Q13098Q9BT78	Q9BT78	CSA complex
1	666	Q13098	Q13098Q9UBW8	Q9UBW8	CSA complex
1	666	Q13098	Q13098Q9UNS2	Q9UNS2	CSA complex
1	666	Q13216	Q13216Q13619	Q13619	CSA complex
1	666	Q13216	Q13216Q16531	Q16531	CSA complex
1	666	Q13216	Q13216Q7L5N1	Q7L5N1	CSA complex
1	666	Q13216	Q13216Q92905	Q92905	CSA complex
1	666	Q13216	Q13216Q99627	Q99627	CSA complex
1	666	Q13216	Q13216Q9BT78	Q9BT78	CSA complex
1	666	Q13216	Q13216Q9UBW8	Q9UBW8	CSA complex
1	666	Q13216	Q13216Q9UNS2	Q9UNS2	CSA complex
1	666	Q13619	Q13619Q16531	Q16531	CSA complex
1	666	Q13619	Q13619Q7L5N1	Q7L5N1	CSA complex
1	666	Q13619	Q13619Q92905	Q92905	CSA complex
1	666	Q13619	Q13619Q99627	Q99627	CSA complex
1	666	Q13619	Q13619Q9BT78	Q9BT78	CSA complex
1	666	Q13619	Q13619Q9UBW8	Q9UBW8	CSA complex
1	666	Q13619	Q13619Q9UNS2	Q9UNS2	CSA complex
1	666	Q16531	Q16531Q7L5N1	Q7L5N1	CSA complex
1	666	Q16531	Q16531Q92905	Q92905	CSA complex
1	666	Q16531	Q16531Q99627	Q99627	CSA complex
1	666	Q16531	Q16531Q9BT78	Q9BT78	CSA complex
1	666	Q16531	Q16531Q9UBW8	Q9UBW8	CSA complex
1	666	Q16531	Q16531Q9UNS2	Q9UNS2	CSA complex
1	666	Q7L5N1	Q7L5N1Q92905	Q92905	CSA complex
1	666	Q7L5N1	Q7L5N1Q99627	Q99627	CSA complex
1	666	Q7L5N1	Q7L5N1Q9BT78	Q9BT78	CSA complex
1	666	Q7L5N1	Q7L5N1Q9UBW8	Q9UBW8	CSA complex
1	666	Q7L5N1	Q7L5N1Q9UNS2	Q9UNS2	CSA complex
1	666	Q92905	Q92905Q99627	Q99627	CSA complex
1	666	Q92905	Q92905Q9BT78	Q9BT78	CSA complex
1	666	Q92905	Q92905Q9UBW8	Q9UBW8	CSA complex
1	666	Q92905	Q92905Q9UNS2	Q9UNS2	CSA complex
1	666	Q99627	Q99627Q9BT78	Q9BT78	CSA complex
1	666	Q99627	Q99627Q9UBW8	Q9UBW8	CSA complex
1	666	Q99627	Q99627Q9UNS2	Q9UNS2	CSA complex
1	666	Q9BT78	Q9BT78Q9UBW8	Q9UBW8	CSA complex
1	666	Q9BT78	Q9BT78Q9UNS2	Q9UNS2	CSA complex
1	666	Q9UBW8	Q9UBW8Q9UNS2	Q9UNS2	CSA complex
1	667	P24928	P24928P61201	P61201	CSA-POLIIa complex
1	667	P24928	P24928P62877	P62877	CSA-POLIIa complex
1	667	P24928	P24928Q13098	Q13098	CSA-POLIIa complex
1	667	P24928	P24928Q13216	Q13216	CSA-POLIIa complex
1	667	P24928	P24928Q13619	Q13619	CSA-POLIIa complex
1	667	P24928	P24928Q16531	Q16531	CSA-POLIIa complex
1	667	P24928	P24928Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	P24928	P24928Q92905	Q92905	CSA-POLIIa complex
1	667	P24928	P24928Q99627	Q99627	CSA-POLIIa complex
1	667	P24928	P24928Q9BT78	Q9BT78	CSA-POLIIa complex
1	667	P24928	P24928Q9UBW8	Q9UBW8	CSA-POLIIa complex
1	667	P24928	P24928Q9UNS2	Q9UNS2	CSA-POLIIa complex
1	667	P61201	P61201P62877	P62877	CSA-POLIIa complex
1	667	P61201	P61201Q13098	Q13098	CSA-POLIIa complex
1	667	P61201	P61201Q13216	Q13216	CSA-POLIIa complex
1	667	P61201	P61201Q13619	Q13619	CSA-POLIIa complex
1	667	P61201	P61201Q16531	Q16531	CSA-POLIIa complex
1	667	P61201	P61201Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	P61201	P61201Q92905	Q92905	CSA-POLIIa complex
1	667	P61201	P61201Q99627	Q99627	CSA-POLIIa complex
1	667	P61201	P61201Q9BT78	Q9BT78	CSA-POLIIa complex
1	667	P61201	P61201Q9UBW8	Q9UBW8	CSA-POLIIa complex
1	667	P61201	P61201Q9UNS2	Q9UNS2	CSA-POLIIa complex
1	667	P62877	P62877Q13098	Q13098	CSA-POLIIa complex
1	667	P62877	P62877Q13216	Q13216	CSA-POLIIa complex
1	667	P62877	P62877Q13619	Q13619	CSA-POLIIa complex
1	667	P62877	P62877Q16531	Q16531	CSA-POLIIa complex
1	667	P62877	P62877Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	P62877	P62877Q92905	Q92905	CSA-POLIIa complex
1	667	P62877	P62877Q99627	Q99627	CSA-POLIIa complex
1	667	P62877	P62877Q9BT78	Q9BT78	CSA-POLIIa complex
1	667	P62877	P62877Q9UBW8	Q9UBW8	CSA-POLIIa complex
1	667	P62877	P62877Q9UNS2	Q9UNS2	CSA-POLIIa complex
1	667	Q13098	Q13098Q13216	Q13216	CSA-POLIIa complex
1	667	Q13098	Q13098Q13619	Q13619	CSA-POLIIa complex
1	667	Q13098	Q13098Q16531	Q16531	CSA-POLIIa complex
1	667	Q13098	Q13098Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	Q13098	Q13098Q92905	Q92905	CSA-POLIIa complex
1	667	Q13098	Q13098Q99627	Q99627	CSA-POLIIa complex
1	667	Q13098	Q13098Q9BT78	Q9BT78	CSA-POLIIa complex
1	667	Q13098	Q13098Q9UBW8	Q9UBW8	CSA-POLIIa complex
1	667	Q13098	Q13098Q9UNS2	Q9UNS2	CSA-POLIIa complex
1	667	Q13216	Q13216Q13619	Q13619	CSA-POLIIa complex
1	667	Q13216	Q13216Q16531	Q16531	CSA-POLIIa complex
1	667	Q13216	Q13216Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	Q13216	Q13216Q92905	Q92905	CSA-POLIIa complex
1	667	Q13216	Q13216Q99627	Q99627	CSA-POLIIa complex
1	667	Q13216	Q13216Q9BT78	Q9BT78	CSA-POLIIa complex
1	667	Q13216	Q13216Q9UBW8	Q9UBW8	CSA-POLIIa complex
1	667	Q13216	Q13216Q9UNS2	Q9UNS2	CSA-POLIIa complex
1	667	Q13619	Q13619Q16531	Q16531	CSA-POLIIa complex
1	667	Q13619	Q13619Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	Q13619	Q13619Q92905	Q92905	CSA-POLIIa complex
1	667	Q13619	Q13619Q99627	Q99627	CSA-POLIIa complex
1	667	Q13619	Q13619Q9BT78	Q9BT78	CSA-POLIIa complex
1	667	Q13619	Q13619Q9UBW8	Q9UBW8	CSA-POLIIa complex
1	667	Q13619	Q13619Q9UNS2	Q9UNS2	CSA-POLIIa complex
1	667	Q16531	Q16531Q7L5N1	Q7L5N1	CSA-POLIIa complex
1	667	Q16531	Q16531Q92905	Q92905	CSA-POLIIa complex
1	667	Q16531	Q16531Q99627	Q99627	CSA-POLIIa complex
1	667	Q16531	Q16531Q9BT78	Q9BT78	CSA-POLIIa complex
